word,level,pos,definition_url,voice_url
a very important,,,https://www.oxfordlearnersdictionaries.com/definition/academic/important#important__12,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/a_v/a_ver/a_very_important_1_us_1.ogg
a way of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/way#way__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/a_w/a_way/a_way_of_1_us_1.ogg
a/the reduction in,,,https://www.oxfordlearnersdictionaries.com/definition/academic/reduction#reduction__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/a_r/a_red/a_reduction_in_1_us_1.ogg
a/the type of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/type1#type1__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/a_t/a_typ/a_type_of_1_us_1.ogg
ability,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/ability,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/abi/abili/ability__us_4.ogg
abnormal,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/abnormal,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/abn/abnor/abnormal__us_1.ogg
abnormality,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/abnormality,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/abn/abnor/abnormality__us_2_rr.ogg
above,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/above3,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/abo/above/above__us_2.ogg
above,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/above2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/abo/above/above__us_2.ogg
absence,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/absence,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/abs/absen/absence__us_1.ogg
absent,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/absent,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/abs/absen/absent__us_1.ogg
absolute,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/absolute1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/abs/absol/absolute__us_1_rr.ogg
academic,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/academic1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/aca/acade/academic__us_2.ogg
academic,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/academic2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/aca/acade/academic__us_2.ogg
accept,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/accept,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accep/accept__us_1.ogg
acceptable,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/acceptable,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accep/acceptable__us_3.ogg
acceptance,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/acceptance,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accep/acceptance__us_1.ogg
access,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/access1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/acces/access__us_2.ogg
access,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/access2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/acces/access__us_2.ogg
accessible,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/accessible,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/acces/accessible__us_1.ogg
according to,,,https://www.oxfordlearnersdictionaries.com/definition/academic/according-to,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accor/according_to_1_us_3.ogg
according to,,preposition,https://www.oxfordlearnersdictionaries.com/definition/academic/according-to,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accor/according_to_1_us_3.ogg
accordingly,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/accordingly,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accor/accordingly__us_1.ogg
account,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/account1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accou/account__us_1.ogg
account,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/account2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accou/account__us_1.ogg
accountability,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/accountability,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accou/accountability__us_1.ogg
accumulate,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/accumulate,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accum/accumulate__us_1.ogg
accumulation,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/accumulation,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accum/accumulation__us_1.ogg
accuracy,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/accuracy,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accur/accuracy__us_1.ogg
accurate,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/accurate,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accur/accurate__us_1.ogg
accurately,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/accurately,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acc/accur/accurately__us_1.ogg
achieve,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/achieve,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ach/achie/achieve__us_2.ogg
achievement,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/achievement,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ach/achie/achievement__us_1.ogg
acknowledge,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/acknowledge,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ack/ackno/acknowledge__us_1.ogg
acquire,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/acquire,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acq/acqui/acquire__us_2.ogg
acquisition,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/acquisition,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/acq/acqui/acquisition__us_1.ogg
act,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/act2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/act/act__/act__us_2.ogg
act,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/act1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/act/act__/act__us_2.ogg
action,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/action,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/act/actio/action__us_2.ogg
active,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/active1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/act/activ/active__us_2.ogg
actively,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/actively,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/act/activ/actively__us_1.ogg
activity,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/activity,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/act/activ/activity__us_4.ogg
actual,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/actual,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/act/actua/actual__us_1_rr.ogg
actually,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/actually,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/act/actua/actually__us_1_rr.ogg
adapt,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/adapt,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ada/adapt/adapt__us_1.ogg
adaptation,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/adaptation,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ada/adapt/adaptation__us_1.ogg
adaptive,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/adaptive,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ada/adapt/adaptive__us_1.ogg
add,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/add,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/add/add__/add__us_2.ogg
addition,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/addition,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/add/addit/addition__us_2.ogg
additional,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/additional,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/add/addit/additional__us_3.ogg
additionally,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/additionally,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/add/addit/additionally__us_1.ogg
address,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/address1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/add/addre/address__us_2_rr.ogg
adequate,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/adequate,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ade/adequ/adequate__us_1.ogg
adequately,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/adequately,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ade/adequ/adequately__us_1.ogg
adjust,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/adjust,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/adj/adjus/adjust__us_1.ogg
adjustment,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/adjustment,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/adj/adjus/adjustment__us_1.ogg
administer,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/administer,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/adm/admin/administer__us_1.ogg
administration,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/administration,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/adm/admin/administration__us_1.ogg
administrative,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/administrative,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/adm/admin/administrative__us_1_rr.ogg
adopt,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/adopt,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ado/adopt/adopt__us_1.ogg
adult,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/adult2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/adu/adult/adult__us_2_rr.ogg
adult,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/adult1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/adu/adult/adult__us_2_rr.ogg
advantage,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/advantage1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/adv/advan/advantage__us_1.ogg
affect,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/affect1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/aff/affec/affect__us_1.ogg
again,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/again,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/aga/again/again__us_1.ogg
age,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/age1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/age/age__/age__us_1.ogg
agenda,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/agenda,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/age/agend/agenda__us_2.ogg
agent,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/agent,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/age/agent/agent__us_2.ogg
agreement,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/agreement,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/agr/agree/agreement__us_1.ogg
agricultural,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/agricultural,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/agr/agric/agricultural__us_1.ogg
aim,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/aim1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/aim/aim__/aim__us_1.ogg
aim,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/aim2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/aim/aim__/aim__us_1.ogg
all kinds of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/kind1#kind1__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/all/all_k/all_kinds_of_1_us_1.ogg
all right,,,https://www.oxfordlearnersdictionaries.com/definition/academic/all-right1#all-right1__23,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/all/all_r/all_right_1_us_3.ogg
all right so,,,https://www.oxfordlearnersdictionaries.com/definition/academic/all-right1#all-right1__23,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/all/all_r/all_right_so_1_us_1.ogg
all sorts,,,https://www.oxfordlearnersdictionaries.com/definition/academic/sort1#sort1__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/all/all_s/all_sorts_1_us_1.ogg
all sorts of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/sort1#sort1__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/all/all_s/all_sorts_of_1_us_1.ogg
allow,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/allow,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/all/allow/allow__us_2.ogg
almost,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/almost,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/alm/almos/almost__us_1_rr.ogg
already,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/already,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/alr/alrea/already__us_3.ogg
also,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/also,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/als/also_/also__us_3.ogg
alter,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/alter,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/alt/alter/alter__us_4.ogg
alteration,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/alteration,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/alt/alter/alteration__us_1.ogg
alternative,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/alternative1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/alt/alter/alternative__us_1.ogg
alternative,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/alternative2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/alt/alter/alternative__us_1.ogg
alternatively,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/alternatively,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/alt/alter/alternatively__us_1.ogg
although,,conjunction,https://www.oxfordlearnersdictionaries.com/definition/academic/although,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/alt/altho/although__us_3.ogg
among,,preposition,https://www.oxfordlearnersdictionaries.com/definition/academic/among,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/amo/among/among__us_2.ogg
amount,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/amount1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/amo/amoun/amount__us_1.ogg
amount,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/amount2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/amo/amoun/amount__us_1.ogg
an awful lot of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/lot2#lot2__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_aw/an_awful_lot_of_1_us_1.ogg
an example of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/example#example__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_ex/an_example_of_1_us_1.ogg
an idea of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/idea#idea__338,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_id/an_idea_of_1_us_1.ogg
an impact on,,,https://www.oxfordlearnersdictionaries.com/definition/academic/impact1#impact1__19,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_im/an_impact_on_1_us_1.ogg
an important role in,,,https://www.oxfordlearnersdictionaries.com/definition/academic/role#role__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_im/an_important_role_in_1_us_1.ogg
an important role to play in,,,https://www.oxfordlearnersdictionaries.com/definition/academic/role#role__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_im/an_important_role_to_play_in_1_us_1.ogg
an integral part of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/integral1#integral1__18,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_in/an_integral_part_of_1_us_1.ogg
an understanding of,,,https://www.oxfordlearnersdictionaries.com/definition/academic/understanding#understanding__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_un/an_understanding_of_1_us_1.ogg
an/the increase in,,,https://www.oxfordlearnersdictionaries.com/definition/academic/increase2#increase2__18,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/an_/an_in/an_increase_in_1_us_1.ogg
analyse,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/analyse,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ana/analy/analyse__us_2.ogg
analysis,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/analysis,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ana/analy/analysis__us_2.ogg
analyst,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/analyst,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ana/analy/analyst__us_1.ogg
analytical,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/analytical,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ana/analy/analytical__us_1.ogg
and all the rest of it,,,https://www.oxfordlearnersdictionaries.com/definition/academic/rest1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/and/and_a/and_all_the_rest_of_it_1_us_1.ogg
and so on,,,https://www.oxfordlearnersdictionaries.com/definition/academic/so1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/and/and_s/and_so_on_1_us_1.ogg
and so on (and so forth),,,https://www.oxfordlearnersdictionaries.com/definition/academic/so1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/and/and_s/and_so_on_and_so_forth_1_us_1.ogg
and things like that,,,https://www.oxfordlearnersdictionaries.com/definition/academic/thing#thing__15,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/and/and_t/and_things_like_that_1_us_1.ogg
(and) you can see that,,,,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/and/and_y/and_you_can_see_that_1_us_1.ogg
animal,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/animal,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ani/anima/animal__us_1.ogg
annual,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/annual,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ann/annua/annual__us_1.ogg
answer,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/answer1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ans/answe/answer__us_1.ogg
answer,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/answer2,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/ans/answe/answer__us_1.ogg
anxiety,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/anxiety,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/anx/anxie/anxiety__us_1.ogg
apparent,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/apparent,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appar/apparent__us_1.ogg
appear,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/appear,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appea/appear__us_2.ogg
appears to be,,,https://www.oxfordlearnersdictionaries.com/definition/academic/appear#appear__53,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appea/appears_to_be_1_us_1.ogg
applicable,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/applicable,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appli/applicable__us_2_rr.ogg
application,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/application,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appli/application__us_2.ogg
apply,,verb,https://www.oxfordlearnersdictionaries.com/definition/academic/apply,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/apply/apply__us_1.ogg
approach,,noun,https://www.oxfordlearnersdictionaries.com/definition/academic/approach1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appro/approach__us_1.ogg
appropriate,,adjective,https://www.oxfordlearnersdictionaries.com/definition/academic/appropriate1,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appro/appropriate__us_1.ogg
appropriately,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/appropriately,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appro/appropriately__us_1.ogg
approximately,,adverb,https://www.oxfordlearnersdictionaries.com/definition/academic/approximately,https://www.oxfordlearnersdictionaries.com/media/academic/us_pron_ogg/a/app/appro/approximately__us_1.ogg
